Sentence,Target Index,Lemma,Category,Inflection Label,Word Form,Dimension,Source Type
"British 7 "" : KISS MY SHADES / JM",4,kiss,Verb,singular,kiss,,NaturalWikiText
Spin 's Christopher R,0,spin,Verb,singular,spin,,NaturalWikiText
@ 8 % after growing by 5 @,4,growing,Noun,positive,growing,,NaturalWikiText
Wanyan Liang ( the Prince of Hailing ; r,4,prince,Noun,singular,prince,,NaturalWikiText
Some breeders focus on favored coat colors,2,focus,Noun,base,focus,,NaturalWikiText
"Rodgers , Tara , editor",4,editor,Noun,singular,editor,,NaturalWikiText
"Barnes , Frank H",2,frank,Noun,singular,frank,,NaturalWikiText
The 1895 design for the armor @-@ piercing shell weighed 140 kg ( 310 lb ),8,shell,Noun,base,shell,,NaturalWikiText
""" Thanks for the Pepperoni "" – 5 : 31",1,thank,Noun,plural,thanks,,NaturalWikiText
"Cox , David ; Katz , Sheldon ( 1999 )",0,cox,Noun,base,cox,,NaturalWikiText
diglossic usage of a language ),4,language,Noun,base,language,,NaturalWikiText
"On organizing the event , Massey elaborated :",3,event,Noun,singular,event,,NaturalWikiText
= SS Fort Stikine =,2,fort,Noun,base,fort,,NaturalWikiText
Tiberius the Politician,2,politician,Noun,singular,politician,,NaturalWikiText
= = = Lexicon @-@ Tirtur junction = = =,6,junction,Noun,singular,junction,,NaturalWikiText
= = = = 1993 – 2000 : Championship franchise = = = =,9,franchise,Noun,base,franchise,,NaturalWikiText
All members of the association were Serbs,1,member,Noun,base,members,,NaturalWikiText
@ 8 mm ) slot into a vacuum chamber,8,chamber,Noun,singular,chamber,,NaturalWikiText
"Allison IV , former CEO of BB & T",3,fore,Adjective,positive,former,,NaturalWikiText
"= = = "" Establishing any religion "" = = =",4,establishing,Noun,singular,establishing,,NaturalWikiText
Recordings on disc were few until the 1940s,2,disc,Noun,singular,disc,,NaturalWikiText
The album was a moderate success for Selena,4,moderate,Verb,singular,moderate,,NaturalWikiText
Kirishima 's armor was also extensively upgraded,6,upgrade,Noun,past,upgraded,,NaturalWikiText
Reception to the miniseries varied,4,vary,Verb,past,varied,,NaturalWikiText
= = = Fragmentation of the realm ( 1138 – c,6,realm,Noun,singular,realm,,NaturalWikiText
"Cooper 's 2014 retrospective documentary , Lambert & Stamp",0,cooper,Noun,base,cooper,,NaturalWikiText
The Anglo @-@ Saxons,1,anglo,Noun,singular,anglo,,NaturalWikiText
"Second Division 2 : 1937 – 38 , 1959 – 60",0,second,Noun,base,second,,NaturalWikiText
Cow urine ( Indian yellow ),4,yellow,Verb,base,yellow,,NaturalWikiText
The VCNR reflection amplifier above is stable for <formula>,6,stable,Noun,singular,stable,,NaturalWikiText
You call yourself what you want to call yourself,1,call,Noun,singular,call,,NaturalWikiText
texensis to be nearly identical to nominate O,4,identical,Noun,singular,identical,,NaturalWikiText
""" Comparisons of Maulbetsch to military armaments were common",8,common,Noun,positive,common,,NaturalWikiText
"On 13 February , Yancey joined TU 68 @",5,join,Noun,past,joined,,NaturalWikiText
Wilson initiated the construction of a 1 @,1,initiate,Noun,past,initiated,,NaturalWikiText
""" The 2004 film Alien vs",4,alien,Noun,base,alien,,NaturalWikiText
Rick Derringer - All American Boy ( 1973 ),0,rick,Noun,base,rick,,NaturalWikiText
Master of Puppets ( 1985 ),0,master,Noun,base,master,,NaturalWikiText
PAF Base Masroor,1,base,Noun,singular,base,,NaturalWikiText
= SS El Oriente =,2,el,Noun,singular,el,,NaturalWikiText
P ( Choi Seung @-@ hyun ) of Big Bang,8,big,Noun,singular,big,,NaturalWikiText
= = = Struggles against pace = = =,5,pace,Noun,positive,pace,,NaturalWikiText
= Madman 's Drum =,3,drum,Noun,base,drum,,NaturalWikiText
Dre was ordered to pay $ 1 @,4,pay,Verb,singular,pay,,NaturalWikiText
The county seat is Williamsport,2,seat,Noun,singular,seat,,NaturalWikiText
"Often the reviews were "" perfunctory """,2,review,Noun,base,reviews,,NaturalWikiText
records by Mr,0,record,Noun,base,records,,NaturalWikiText
""" Popular Football , ( Winter 1941 ) , p",1,popular,Noun,positive,popular,,NaturalWikiText
"The Chief Coiner , A",1,chief,Noun,positive,chief,,NaturalWikiText
"Afterwards , they were unable to maintain their previous popularity",4,unable,Verb,base,unable,,NaturalWikiText
US 195 travels 93 @,2,travel,Verb,base,travels,,NaturalWikiText
""" Rockestra Theme "" – 2 : 35",2,theme,Noun,singular,theme,,NaturalWikiText
US 6 exits to the south to join I @-@ 280,7,join,Noun,singular,join,,NaturalWikiText
= = = = Split ( 2004 – 2006 ) = = = =,4,split,Verb,singular,split,,NaturalWikiText
""" Hold On "" – 6 : 20",1,hold,Verb,positive,hold,,NaturalWikiText
"@ 494 kg ) shells , respectively",4,shell,Noun,base,shells,,NaturalWikiText
"George , leading theorist",2,leading,Noun,positive,leading,,NaturalWikiText
Validity of the Treaty,3,treaty,Noun,singular,treaty,,NaturalWikiText
eliminating the abominable practices,3,practice,Noun,base,practices,,NaturalWikiText
The Dream ( 2007 ),1,dream,Noun,base,dream,,NaturalWikiText
= = Facts of the case = =,5,case,Noun,singular,case,,NaturalWikiText
The results were much the same,1,result,Verb,base,results,,NaturalWikiText
Dre was ordered to pay $ 1 @,4,pay,Verb,base,pay,,NaturalWikiText
The interview contained Lethem 's reflections on Dylan 's artistic achievements,1,interview,Noun,singular,interview,,NaturalWikiText
""" They were kids",3,kid,Verb,plural,kids,,NaturalWikiText
Their goal was to definitely expel Turks from Europe,1,goal,Noun,base,goal,,NaturalWikiText
Double Allergic ( 1996 ),0,double,Noun,singular,double,,NaturalWikiText
Break / The Translation ( IRE # 29 ),0,break,Verb,base,break,,NaturalWikiText
"Nc3 , the Vienna Game",4,game,Noun,singular,game,,NaturalWikiText
= = = Principle of iridescence = = =,3,principle,Noun,base,principle,,NaturalWikiText
"The museum closed on Friday , November 21 , 2008",2,close,Verb,past,closed,,NaturalWikiText
= = USA for Africa musicians = =,5,musician,Noun,plural,musicians,,NaturalWikiText
"David Stremme , NASCAR driver",4,driver,Noun,singular,driver,,NaturalWikiText
Football League Third Division :,1,league,Noun,singular,league,,NaturalWikiText
Joan is unconvinced by the video,5,video,Noun,base,video,,NaturalWikiText
What happened next was a subject of some controversy,5,subject,Noun,singular,subject,,NaturalWikiText
My mother was very courageous,1,mother,Noun,singular,mother,,NaturalWikiText
on 3 August 2013,2,august,Verb,positive,august,,NaturalWikiText
It is the strong one.,3,strong,Adjective,superlative,strong,Degree,Template
Bertram leads Robert to the cloister,1,lead,Noun,base,leads,,NaturalWikiText
""" Sousa on Programming",3,program,Noun,base,programming,,NaturalWikiText
"@ 4 % Native American , 3 @",3,native,Noun,positive,native,,NaturalWikiText
= = = The Radstock branch = = =,5,branch,Noun,base,branch,,NaturalWikiText
Cosmic Origins Spectrograph ( COS ),1,origin,Noun,plural,origins,,NaturalWikiText
Lasso the moon,2,moon,Noun,base,moon,,NaturalWikiText
= = Abolition of ban = =,4,ban,Verb,singular,ban,,NaturalWikiText
"@ 8 ft ) , a tail length of 45 – 51 cm ( 1 @",6,tail,Noun,singular,tail,,NaturalWikiText
Shifting from teaching primarily camping skills to leadership competencies was a paradigm shift,2,teach,Verb,base,teaching,,NaturalWikiText
The carriers ' 242 @,1,carrier,Noun,plural,carriers,,NaturalWikiText
= The Warped Ones =,3,one,Noun,base,ones,,NaturalWikiText
@ 11 m ( 16 @,2,m,Noun,singular,m,,NaturalWikiText
Joan is unconvinced by the video,5,video,Noun,singular,video,,NaturalWikiText
Blaine of Maine,2,maine,Noun,positive,maine,,NaturalWikiText
"1792 ( September 6 ) Pittsburgh Township , Allegheny County , Pennsylvania",6,township,Noun,singular,township,,NaturalWikiText
"@ 995 for giant slalom , 0 @",3,giant,Noun,positive,giant,,NaturalWikiText
= = = Van der Sloot 's extortion of money from Holloway 's family = = =,3,van,Noun,base,van,,NaturalWikiText
"1 ) , 14 converted",4,convert,Verb,past,converted,,NaturalWikiText
Pakal 's accession occurred on 9 @,3,occur,Verb,past,occurred,,NaturalWikiText
"On the same telecast , Beer Money , Inc",5,beer,Noun,base,beer,,NaturalWikiText
""" Young Blood "" – 4 : 28",1,young,Adjective,positive,young,,NaturalWikiText
Temes was completed on 9 July 1915,2,complete,Verb,past,completed,,NaturalWikiText
The dissent concluded :,2,conclude,Verb,past,concluded,,NaturalWikiText
Lynch ( 1955 – 57 ),0,lynch,Verb,base,lynch,,NaturalWikiText
@ 5 – 5 pc,4,pc,Noun,singular,pc,,NaturalWikiText
"He was a great batsman , [",3,great,Noun,singular,great,,NaturalWikiText
"William , Count of Poitiers ( 1153 – 1156 )",2,count,Verb,base,count,,NaturalWikiText
"Innovative Networks , Inc",1,network,Noun,plural,networks,,NaturalWikiText
The Corn Exchange,2,exchange,Noun,base,exchange,,NaturalWikiText
About a talent for composition,2,talent,Noun,singular,talent,,NaturalWikiText
Rick Gerken — keyboards ( 1995 ),0,rick,Noun,singular,rick,,NaturalWikiText
"A few "" counter @-@ revisionist "" Wiccans – among them Donald H",3,counter,Noun,base,counter,,NaturalWikiText
"Empty weight : 19 @,@ 082 lb ( 8 @,@ 655 kg )",0,empty,Verb,singular,empty,,NaturalWikiText
@ 4 km ) oval,4,oval,Noun,positive,oval,,NaturalWikiText
Urinary incontinence can develop,3,develop,Verb,base,develop,,NaturalWikiText
"@ 5 % Black or African American , 0 @",3,black,Adjective,singular,black,,NaturalWikiText
"After Kehoe 's truck exploded , Ellsworth recounted ,",3,truck,Noun,base,truck,,NaturalWikiText
The Quarterly Journal of Economics 108 ( 1 ) : 157 – 183 @,2,journal,Noun,positive,journal,,NaturalWikiText
""" He further explained :",2,downcoast,Adjective,positive,further,,NaturalWikiText
Many paleontologists consider the skull to belong to a juvenile Tyrannosaurus rex,4,skull,Noun,base,skull,,NaturalWikiText
"Lively Stories ; Macmillan , 1954",1,story,Noun,plural,stories,,NaturalWikiText
= = Hypotheses to explain the problem = =,6,problem,Noun,positive,problem,,NaturalWikiText
A Cat Daddy 2 @,1,cat,Noun,base,cat,,NaturalWikiText
String Arranger : David Campbell,0,string,Noun,base,string,,NaturalWikiText
Any new or unconventional oil is going to be expensive,6,going,Noun,singular,going,,NaturalWikiText
= = = = = Cerulean sweater speech = = = = =,7,speech,Verb,singular,speech,,NaturalWikiText
The Highland Trail is the 1 @,2,trail,Verb,singular,trail,,NaturalWikiText
Variants of A,0,variant,Noun,plural,variants,,NaturalWikiText
Spin the Bottle ( 1964 ),0,spin,Verb,base,spin,,NaturalWikiText
of Metal Maniacs,1,metal,Noun,positive,metal,,NaturalWikiText
@ 2 million production budget,4,budget,Noun,positive,budget,,NaturalWikiText
The crew of Ra,1,crew,Noun,base,crew,,NaturalWikiText
"The pilot never aired , however",1,pilot,Noun,singular,pilot,,NaturalWikiText
"Married to Caleb Brush since June 4 , 2016",0,married,Noun,positive,married,,NaturalWikiText
"@ 3 mi ) , before crossing the waterway",6,cross,Noun,base,crossing,,NaturalWikiText
He 's a real person,3,real,Noun,singular,real,,NaturalWikiText
@ 5 million upgrade,3,upgrade,Noun,singular,upgrade,,NaturalWikiText
"A fourth species , A",1,fourth,Noun,positive,fourth,,NaturalWikiText
"@ 4 , or "" Tiger """,5,tiger,Noun,singular,tiger,,NaturalWikiText
September : Itanium Solutions Alliance is formed,4,alliance,Noun,singular,alliance,,NaturalWikiText
= = Limits of powers = =,2,limit,Noun,plural,limits,,NaturalWikiText
Hankey does actually exist,1,doe,Noun,plural,does,,NaturalWikiText
= = = 1970 – 81 : Wings = = =,7,wing,Noun,base,wings,,NaturalWikiText
North Carolina 's receivers benefited from Keldorf 's passing proficiency,8,passe,Verb,base,passing,,NaturalWikiText
= = = Leader of the Spurs ( 2003 – 2007 ) = = =,3,leader,Noun,singular,leader,,NaturalWikiText
""" from The Monkees ' theme",5,theme,Noun,singular,theme,,NaturalWikiText
Above the Rotunda entrance is inscribed :,3,entrance,Verb,base,entrance,,NaturalWikiText
C @-@ SPAN also covers midterm elections,2,span,Verb,singular,span,,NaturalWikiText
"The Gila monster lacks the musculature to forcibly inject the venom ; instead , the venom is propelled from the gland to the tooth by chewing",2,monster,Noun,positive,monster,,NaturalWikiText
"Tyldesley was the birthplace of professional wrestler , Lord James Blears",8,lord,Noun,base,lord,,NaturalWikiText
Pete Cosey – guitars,3,guitar,Noun,plural,guitars,,NaturalWikiText
It is sure than before.,2,sure,Adjective,comparative,sure,Degree,Template
Charlie Adler – Starscream,0,charlie,Noun,singular,charlie,,NaturalWikiText
Important contributions were made by some prominent literary families,3,make,Verb,past,made,,NaturalWikiText
"According to Ambrose , "" Nixon wanted to be judged by what he accomplished",13,accomplish,Verb,past,accomplished,,NaturalWikiText
= Neuro : Supernatural Detective =,4,detective,Noun,positive,detective,,NaturalWikiText
The refractive index of air is approximately 1 @,2,index,Noun,base,index,,NaturalWikiText
A frustrated Louis XVI dissolved the assembly,4,dissolve,Verb,past,dissolved,,NaturalWikiText
Priestley play Dangerous Corner,3,corner,Noun,singular,corner,,NaturalWikiText
Watching July 7,0,watch,Noun,base,watching,,NaturalWikiText
The plutonium was then chemically separated from the uranium,5,separate,Verb,past,separated,,NaturalWikiText
"Hale , Grace Elizabeth ( 1998 )",2,grace,Noun,base,grace,,NaturalWikiText
"Rectification cost £ 10 @,@ 231",1,cost,Verb,base,cost,,NaturalWikiText
dismissing the petition ;,2,petition,Noun,base,petition,,NaturalWikiText
""" I don 't want any compensation",2,don,Noun,singular,don,,NaturalWikiText
"( 1968 ) , Quantum Mechanics ( 3rd ed",5,mechanic,Noun,plural,mechanics,,NaturalWikiText
"Of those remaining , the overtures to H",2,remaining,Noun,positive,remaining,,NaturalWikiText
"Chu , based on Hasbro 's G",2,base,Noun,past,based,,NaturalWikiText
Nobody except me,0,nobody,Noun,singular,nobody,,NaturalWikiText
The Inner Cradle is roamed by Puppets,1,inner,Noun,singular,inner,,NaturalWikiText
@ 5 pounds per ton of zinc,2,pound,Noun,base,pounds,,NaturalWikiText
The turret 's firepower was augmented by a coaxial 12 @,1,turret,Noun,singular,turret,,NaturalWikiText
@ 1 points on 48 @,2,point,Noun,base,points,,NaturalWikiText
Evans attended the ceremony,3,ceremony,Noun,singular,ceremony,,NaturalWikiText
1967 : Interaction Ritual : Essays on Face @-@ to @-@ Face Behavior,7,face,Noun,base,face,,NaturalWikiText
"I thought everything was shit except us """,1,thinck,Verb,past,thought,,NaturalWikiText
Damien gets counseling from Mr,1,get,Verb,base,gets,,NaturalWikiText
Jaycen Joshua appears on behalf of the Penua Project / Innersound Management,8,project,Noun,singular,project,,NaturalWikiText
= = = 1996 earthquake swarm = = =,4,earthquake,Noun,singular,earthquake,,NaturalWikiText
Private Dancer ( 1984 ),0,private,Noun,singular,private,,NaturalWikiText
Mack on the sequences,3,sequence,Noun,base,sequences,,NaturalWikiText
@ 0 mph ) was set,5,set,Verb,positive,set,,NaturalWikiText
Jim Macpherson – drums,3,drum,Noun,base,drums,,NaturalWikiText
Gernsback 's recovery from the bankruptcy judgment was remarkably quick,9,quick,Noun,base,quick,,NaturalWikiText
I settled yesterday.,1,settle,Verb,past,settled,Tense/Aspect,Template
= = Potential film sequel = =,4,sequel,Noun,singular,sequel,,NaturalWikiText
AIM @-@ 9 Sidewinder,0,aim,Noun,base,aim,,NaturalWikiText
Elections were held on 19 November 1933,2,hould,Verb,past,held,,NaturalWikiText
"The crowds , the noise , the confusion",4,noise,Noun,singular,noise,,NaturalWikiText
The fan was arrested,1,fan,Noun,singular,fan,,NaturalWikiText
Both ships were subsequently discarded,1,ship,Noun,base,ships,,NaturalWikiText
= = = 20th @-@ century criticism = = =,5,century,Noun,singular,century,,NaturalWikiText
= = = Știrbey @-@ Vodă circle = = =,6,circle,Verb,singular,circle,,NaturalWikiText
"Scottish Premier Division ( 6 ) : 1991 – 92 , 1992 – 93 , 1993 – 94 , 1994 – 95 , 1995 – 96 , 1996 – 97",1,premier,Noun,base,premier,,NaturalWikiText
= = = Andean Development Corporation ( CAF ) = = =,5,corporation,Noun,singular,corporation,,NaturalWikiText
The location of colonization of H,1,location,Noun,singular,location,,NaturalWikiText
Clan na Gael CLG,0,clan,Noun,singular,clan,,NaturalWikiText
= Meet the Quagmires =,1,meet,Verb,singular,meet,,NaturalWikiText
I accused yesterday.,1,accuse,Verb,past,accused,Tense/Aspect,Template
the presence of U,1,presence,Noun,base,presence,,NaturalWikiText
= = = Remnants of slavery = = =,3,remnant,Noun,plural,remnants,,NaturalWikiText
5 SFTS regularly suffered flying accidents,4,fly,Verb,positive,flying,,NaturalWikiText
"9 , a sentiment echoed by some critics",7,critic,Noun,base,critics,,NaturalWikiText
"doesn 't like euphemisms """,2,like,Verb,positive,like,,NaturalWikiText
= = = = Creation of unequal voting power = = = =,7,voting,Noun,positive,voting,,NaturalWikiText
"= = = Afterword : "" Better Data "" = = =",6,good,Adjective,positive,better,,NaturalWikiText
= = = Narborough 's Treasure Hunt = = =,6,hunt,Verb,base,hunt,,NaturalWikiText
The English word sprang is of Swedish origin,7,origin,Noun,singular,origin,,NaturalWikiText
during 1973 – 1974,0,dure,Verb,base,during,,NaturalWikiText
Stephen Harper ( Conservative ),3,conservative,Noun,positive,conservative,,NaturalWikiText
The gender distribution was 465 males ( 48 @,5,male,Noun,plural,males,,NaturalWikiText
= HAT @-@ P @-@ 33b =,1,hat,Noun,base,hat,,NaturalWikiText
"Sarah , Duchess of York , descends from Anne by both parents",11,parent,Noun,base,parents,,NaturalWikiText
"According to a CBS report , US $ 3 @",4,report,Verb,base,report,,NaturalWikiText
Takahashi also published a prequel to Ginga Legend,2,publish,Verb,past,published,,NaturalWikiText
